#DATE;HOUR;HOME-TEAM;SCORE;AWAY-TEAM
27/10/2005;20:30;São Paulo/SP;1x2;Brasiliense/DF
28/10/2005;20:30;Paraná/PR;1x3;São Caetano/SP
27/10/2005;20:30;Ponte Preta/SP;0x1;Botafogo/RJ
27/10/2005;20:30;Fluminense/RJ;4x1;Atlético/PR
29/10/2005;16:00;Figueirense/SC;4x3;Juventude/RS
29/10/2005;17:00;Fortaleza/CE;1x1;Goiás/GO
31/10/2005;20:30;Flamengo/RJ;2x1;Coritiba/PR
30/10/2005;16:00;Santos/SP;1x2;Cruzeiro/MG
31/10/2005;20:30;Internacional/RS;1x0;Paysandu/PA
30/10/2005;16:00;Atlético/PR;2x1;Paraná/PR
30/10/2005;16:00;Atlético/MG;1x3;Palmeiras/SP
30/10/2005;16:00;Corinthians/SP;1x1;Vasco/RJ
30/10/2005;18:10;São Caetano/SP;0x1;São Paulo/SP
30/10/2005;18:10;Fluminense/RJ;4x3;Ponte Preta/SP
30/10/2005;18:10;Brasiliense/DF;0x0;Botafogo/RJ
03/11/2005;21:30;Paysandu/PA;2x1;Brasiliense/DF
02/11/2005;20:30;São Paulo/SP;2x2;Atlético/MG
02/11/2005;20:30;Juventude/RS;2x0;Fortaleza/CE
03/11/2005;19:30;Coritiba/PR;4x1;Figueirense/SC
02/11/2005;21:45;Ponte Preta/SP;2x1;Santos/SP
02/11/2005;21:45;Cruzeiro/MG;2x1;Corinthians/SP
02/11/2005;21:45;Goiás/GO;1x2;Fluminense/RJ
03/11/2005;20:30;Paraná/PR;3x1;Internacional/RS
03/11/2005;20:30;Vasco/RJ;2x1;Atlético/PR
03/11/2005;20:30;Botafogo/RJ;1x0;São Caetano/SP
03/11/2005;20:30;Palmeiras/SP;0x1;Flamengo/RJ
05/11/2005;16:00;São Paulo/SP;3x1;Juventude/RS
05/11/2005;18:10;Fortaleza/CE;3x1;Cruzeiro/MG
06/11/2005;16:00;Internacional/RS;2x1;Ponte Preta/SP
06/11/2005;16:00;Paraná/PR;2x0;Paysandu/PA
06/11/2005;16:00;São Caetano/SP;1x2;Vasco/RJ
06/11/2005;16:00;Flamengo/RJ;3x1;Botafogo/RJ
06/11/2005;16:00;Corinthians/SP;7x1;Santos/SP
06/11/2005;18:10;Fluminense/RJ;2x0;Figueirense/SC
06/11/2005;18:10;Brasiliense/DF;1x1;Coritiba/PR
06/11/2005;18:10;Atlético/PR;4x0;Palmeiras/SP
06/11/2005;18:10;Atlético/MG;1x2;Goiás/GO
12/11/2005;18:10;Figueirense/SC;1x0;Fortaleza/CE
12/11/2005;18:10;Botafogo/RJ;2x0;Paraná/PR
12/11/2005;18:10;Palmeiras/SP;2x1;São Paulo/SP
12/11/2005;18:10;Paysandu/PA;0x2;Atlético/MG
13/11/2005;16:00;Goiás/GO;4x2;Atlético/PR
13/11/2005;16:00;Ponte Preta/SP;2x2;Flamengo/RJ
13/11/2005;16:00;Coritiba/PR;0x1;Corinthians/SP
13/11/2005;18:10;Santos/SP;0x4;Internacional/RS
13/11/2005;18:10;Juventude/RS;3x1;São Caetano/SP
13/11/2005;18:10;Vasco/RJ;2x0;Fluminense/RJ
13/11/2005;18:10;Cruzeiro/MG;1x0;Brasiliense/DF
16/11/2005;19:30;Flamengo/RJ;3x0;Fortaleza/CE
16/11/2005;19:30;Palmeiras/SP;3x2;Juventude/RS
16/11/2005;20:30;Internacional/RS;1x0;Brasiliense/DF
16/11/2005;20:30;Goiás/GO;3x0;São Paulo/SP
16/11/2005;21:45;Figueirense/SC;5x1;Vasco/RJ
16/11/2005;21:45;São Caetano/SP;1x0;Corinthians/SP
16/11/2005;21:45;Santos/SP;0x0;Paraná/PR
17/11/2005;20:30;Coritiba/PR;2x1;Ponte Preta/SP
17/11/2005;20:30;Fluminense/RJ;0x2;Atlético/MG
17/11/2005;20:30;Cruzeiro/MG;1x2;Atlético/PR
17/11/2005;21:30;Paysandu/PA;2x0;Botafogo/RJ
19/11/2005;16:00;São Paulo/SP;4x2;Figueirense/SC
19/11/2005;16:00;Juventude/RS;2x1;Goiás/GO
19/11/2005;18:10;Brasiliense/DF;1x0;Santos/SP
20/11/2005;16:00;Paraná/PR;0x1;Flamengo/RJ
20/11/2005;18:10;Ponte Preta/SP;2x6;Palmeiras/SP
20/11/2005;18:10;Fortaleza/CE;5x1;Fluminense/RJ
20/11/2005;16:00;Vasco/RJ;4x0;Paysandu/PA
20/11/2005;16:00;Atlético/PR;2x2;São Caetano/SP
20/11/2005;18:10;Botafogo/RJ;2x1;Cruzeiro/MG
20/11/2005;16:00;Atlético/MG;1x0;Coritiba/PR
20/11/2005;16:00;Corinthians/SP;1x1;Internacional/RS
27/11/2005;16:00;Santos/SP;2x1;Botafogo/RJ
27/11/2005;16:00;Internacional/RS;2x1;Palmeiras/SP
27/11/2005;16:00;Paraná/PR;2x0;Cruzeiro/MG
27/11/2005;16:00;São Caetano/SP;1x1;Coritiba/PR
27/11/2005;16:00;Fortaleza/CE;1x0;São Paulo/SP
27/11/2005;16:00;Flamengo/RJ;0x0;Goiás/GO
27/11/2005;16:00;Atlético/PR;3x2;Paysandu/PA
27/11/2005;16:00;Fluminense/RJ;1x2;Juventude/RS
27/11/2005;16:00;Atlético/MG;0x0;Vasco/RJ
27/11/2005;16:00;Corinthians/SP;3x1;Ponte Preta/SP
27/11/2005;16:00;Brasiliense/DF;0x2;Figueirense/SC
04/12/2005;16:00;São Paulo/SP;3x1;Atlético/PR
04/12/2005;16:00;Juventude/RS;1x3;Atlético/MG
04/12/2005;16:00;Figueirense/SC;3x1;Santos/SP
04/12/2005;16:00;Ponte Preta/SP;3x1;Brasiliense/DF
04/12/2005;16:00;Paysandu/PA;1x4;Flamengo/RJ
04/12/2005;16:00;Vasco/RJ;3x1;Paraná/PR
04/12/2005;16:00;Coritiba/PR;1x0;Internacional/RS
04/12/2005;16:00;Botafogo/RJ;2x0;Fortaleza/CE
04/12/2005;16:00;Cruzeiro/MG;1x3;São Caetano/SP
04/12/2005;16:00;Palmeiras/SP;3x2;Fluminense/RJ
04/12/2005;16:00;Goiás/GO;3x2;Corinthians/SP
15/04/2006;18:10;Juventude/RS;1x0;Paraná/PR
16/04/2006;18:10;Santa Cruz/PE;0x0;Figueirense/SC
15/04/2006;18:10;Vasco/RJ;1x1;Internacional/RS
16/04/2006;18:10;Palmeiras/SP;2x3;Ponte Preta/SP
16/04/2006;16:00;Grêmio/RS;2x0;Corinthians/SP
16/04/2006;16:00;São Paulo/SP;1x0;Flamengo/RJ
16/04/2006;16:00;São Caetano/SP;2x1;Cruzeiro/MG
16/04/2006;16:00;Botafogo/RJ;1x0;Fortaleza/CE
16/04/2006;18:10;Goiás/GO;0x0;Santos/SP
16/04/2006;18:10;Atlético/PR;1x2;Fluminense/RJ
22/04/2006;16:00;Corinthians/SP;3x0;São Caetano/SP
22/04/2006;18:10;Fluminense/RJ;1x0;Goiás/GO
22/04/2006;18:10;Figueirense/SC;6x1;Palmeiras/SP
23/04/2006;16:00;Internacional/RS;1x0;Santa Cruz/PE
23/04/2006;16:00;Santos/SP;2x0;Atlético/PR
23/04/2006;16:00;Ponte Preta/SP;1x2;Vasco/RJ
23/04/2006;16:00;Flamengo/RJ;3x1;Juventude/RS
23/04/2006;18:10;Paraná/PR;0x0;Botafogo/RJ
23/04/2006;18:10;Fortaleza/CE;1x0;São Paulo/SP
23/04/2006;18:10;Cruzeiro/MG;3x1;Grêmio/RS
29/04/2006;16:00;Fortaleza/CE;2x1;São Caetano/SP
29/04/2006;18:10;Botafogo/RJ;0x4;Atlético/PR
29/04/2006;18:10;São Paulo/SP;4x0;Santa Cruz/PE
30/04/2006;16:00;Internacional/RS;1x0;Flamengo/RJ
30/04/2006;16:00;Ponte Preta/SP;3x2;Corinthians/SP
30/04/2006;16:00;Paraná/PR;5x2;Grêmio/RS
30/04/2006;16:00;Palmeiras/SP;1x2;Santos/SP
30/04/2006;18:10;Vasco/RJ;1x1;Fluminense/RJ
30/04/2006;18:10;Juventude/RS;1x1;Goiás/GO
30/04/2006;18:10;Figueirense/SC;0x2;Cruzeiro/MG
06/05/2006;16:00;Santa Cruz/PE;1x1;Ponte Preta/SP
06/05/2006;18:10;Fluminense/RJ;2x1;Paraná/PR
06/05/2006;18:10;Santos/SP;2x0;Fortaleza/CE
07/05/2006;16:00;São Caetano/SP;2x0;Palmeiras/SP
07/05/2006;16:00;Atlético/PR;1x2;Internacional/RS
07/05/2006;16:00;Corinthians/SP;1x3;São Paulo/SP
07/05/2006;16:00;Grêmio/RS;1x2;Vasco/RJ
07/05/2006;18:10;Goiás/GO;2x1;Figueirense/SC
07/05/2006;18:10;Flamengo/RJ;1x0;Botafogo/RJ
07/05/2006;18:10;Cruzeiro/MG;2x0;Juventude/RS
14/05/2006;16:00;Santa Cruz/PE;1x2;Atlético/PR
13/05/2006;18:10;São Caetano/SP;0x2;Juventude/RS
13/05/2006;18:10;Botafogo/RJ;2x2;Grêmio/RS
13/05/2006;18:10;Santos/SP;3x1;Ponte Preta/SP
14/05/2006;16:00;Internacional/RS;3x1;São Paulo/SP
14/05/2006;16:00;Figueirense/SC;1x0;Fluminense/RJ
14/05/2006;16:00;Palmeiras/SP;1x1;Cruzeiro/MG
14/05/2006;18:10;Flamengo/RJ;0x0;Fortaleza/CE
14/05/2006;18:10;Paraná/PR;1x2;Corinthians/SP
14/05/2006;18:10;Goiás/GO;2x0;Vasco/RJ
20/05/2006;16:00;Atlético/PR;2x3;Goiás/GO
20/05/2006;16:00;Fortaleza/CE;1x1;Paraná/PR
20/05/2006;18:10;Internacional/RS;2x4;Figueirense/SC
20/05/2006;18:10;São Paulo/SP;1x0;São Caetano/SP
21/05/2006;16:00;Vasco/RJ;2x4;Corinthians/SP
21/05/2006;16:00;Cruzeiro/MG;2x1;Flamengo/RJ
21/05/2006;16:00;Palmeiras/SP;2x1;Santa Cruz/PE
21/05/2006;18:10;Ponte Preta/SP;1x1;Grêmio/RS
21/05/2006;18:10;Fluminense/RJ;1x0;Santos/SP
21/05/2006;18:10;Juventude/RS;1x0;Botafogo/RJ
24/05/2006;19:30;Juventude/RS;4x1;Santa Cruz/PE
24/05/2006;19:30;Paraná/PR;0x0;Figueirense/SC
24/05/2006;19:30;Cruzeiro/MG;5x1;Ponte Preta/SP
24/05/2006;20:30;São Paulo/SP;4x1;Palmeiras/SP
24/05/2006;21:45;São Caetano/SP;2x1;Atlético/PR
24/05/2006;21:45;Flamengo/RJ;2x2;Santos/SP
24/05/2006;21:45;Fortaleza/CE;2x5;Fluminense/RJ
25/05/2006;20:30;Botafogo/RJ;4x1;Vasco/RJ
25/05/2006;20:30;Grêmio/RS;2x0;Goiás/GO
25/05/2006;20:30;Corinthians/SP;0x1;Internacional/RS
27/05/2006;18:10;Figueirense/SC;0x0;Fortaleza/CE
27/05/2006;18:10;Ponte Preta/SP;2x5;Paraná/PR
27/05/2006;18:10;Atlético/PR;1x0;Juventude/RS
28/05/2006;16:00;Internacional/RS;1x1;Cruzeiro/MG
28/05/2006;16:00;Santos/SP;2x0;Corinthians/SP
28/05/2006;16:00;Santa Cruz/PE;1x1;Botafogo/RJ
28/05/2006;18:10;Goiás/GO;2x1;São Caetano/SP
28/05/2006;16:00;Fluminense/RJ;1x0;Flamengo/RJ
28/05/2006;18:10;Vasco/RJ;1x1;São Paulo/SP
28/05/2006;18:10;Palmeiras/SP;0x1;Grêmio/RS
31/05/2006;19:30;Juventude/RS;0x1;Ponte Preta/SP
31/05/2006;19:30;Cruzeiro/MG;1x1;Atlético/PR
31/05/2006;19:30;Fortaleza/CE;1x1;Vasco/RJ
31/05/2006;20:30;São Caetano/SP;1x1;Internacional/RS
31/05/2006;21:45;Flamengo/RJ;2x1;Palmeiras/SP
31/05/2006;21:45;Grêmio/RS;1x0;Santos/SP
31/05/2006;21:45;São Paulo/SP;1x0;Fluminense/RJ
01/06/2006;20:30;Paraná/PR;3x0;Santa Cruz/PE
01/06/2006;20:30;Botafogo/RJ;2x3;Figueirense/SC
01/06/2006;20:30;Corinthians/SP;0x1;Goiás/GO
03/06/2006;16:00;Fluminense/RJ;2x3;Internacional/RS
03/06/2006;16:00;Fortaleza/CE;0x2;Cruzeiro/MG
03/06/2006;18:10;Grêmio/RS;1x1;São Caetano/SP
04/06/2006;16:00;Atlético/PR;2x0;Palmeiras/SP
04/06/2006;16:00;Vasco/RJ;2x1;Santa Cruz/PE
04/06/2006;16:00;Corinthians/SP;0x2;Flamengo/RJ
04/06/2006;16:00;Ponte Preta/SP;3x0;Figueirense/SC
04/06/2006;18:10;Goiás/GO;1x2;Paraná/PR
04/06/2006;18:10;Juventude/RS;1x1;São Paulo/SP
04/06/2006;18:10;Santos/SP;0x0;Botafogo/RJ
12/07/2006;19:30;Internacional/RS;2x0;Ponte Preta/SP
12/07/2006;19:30;Atlético/PR;0x0;Fortaleza/CE
12/07/2006;19:30;Fluminense/RJ;3x2;Juventude/RS
12/07/2006;20:30;São Paulo/SP;2x1;Grêmio/RS
12/07/2006;21:45;Figueirense/SC;2x1;Santos/SP
12/07/2006;21:45;São Caetano/SP;1x1;Botafogo/RJ
12/07/2006;21:45;Cruzeiro/MG;2x0;Corinthians/SP
13/07/2006;20:30;Santa Cruz/PE;2x1;Goiás/GO
13/07/2006;20:30;Flamengo/RJ;1x4;Paraná/PR
13/07/2006;20:30;Palmeiras/SP;4x2;Vasco/RJ
15/07/2006;16:00;Botafogo/RJ;4x1;Ponte Preta/SP
15/07/2006;18:10;São Paulo/SP;2x1;Figueirense/SC
16/07/2006;16:00;Grêmio/RS;4x4;Fluminense/RJ
16/07/2006;16:00;São Caetano/SP;2x0;Santos/SP
16/07/2006;16:00;Cruzeiro/MG;0x0;Goiás/GO
16/07/2006;16:00;Palmeiras/SP;1x0;Corinthians/SP
16/07/2006;18:10;Flamengo/RJ;0x1;Vasco/RJ
16/07/2006;18:10;Juventude/RS;2x0;Internacional/RS
16/07/2006;18:10;Paraná/PR;2x1;Atlético/PR
16/07/2006;18:10;Fortaleza/CE;1x4;Santa Cruz/PE
22/07/2006;16:00;Figueirense/SC;2x0;Grêmio/RS
22/07/2006;16:00;Paraná/PR;1x0;Cruzeiro/MG
22/07/2006;18:10;Corinthians/SP;2x2;Fortaleza/CE
22/07/2006;18:10;Fluminense/RJ;2x2;São Caetano/SP
23/07/2006;16:00;Ponte Preta/SP;1x3;São Paulo/SP
23/07/2006;16:00;Vasco/RJ;2x1;Atlético/PR
23/07/2006;16:00;Santa Cruz/PE;3x0;Flamengo/RJ
23/07/2006;18:10;Santos/SP;3x2;Juventude/RS
23/07/2006;18:10;Internacional/RS;0x0;Botafogo/RJ
23/07/2006;18:10;Goiás/GO;1x3;Palmeiras/SP
29/07/2006;16:00;Juventude/RS;1x0;Figueirense/SC
29/07/2006;18:10;São Caetano/SP;1x1;Ponte Preta/SP
29/07/2006;18:10;Palmeiras/SP;4x2;Paraná/PR
30/07/2006;16:00;Atlético/PR;1x0;Flamengo/RJ
30/07/2006;16:00;Vasco/RJ;1x0;Cruzeiro/MG
30/07/2006;16:00;Santa Cruz/PE;1x0;Corinthians/SP
30/07/2006;16:00;São Paulo/SP;0x4;Santos/SP
30/07/2006;18:10;Fluminense/RJ;1x1;Botafogo/RJ
30/07/2006;18:10;Internacional/RS;0x0;Grêmio/RS
30/07/2006;18:10;Goiás/GO;1x1;Fortaleza/CE
05/08/2006;16:00;Grêmio/RS;1x0;Juventude/RS
05/08/2006;16:00;Figueirense/SC;1x1;São Caetano/SP
05/08/2006;18:10;Flamengo/RJ;1x0;Goiás/GO
05/08/2006;18:10;Corinthians/SP;2x1;Atlético/PR
06/08/2006;16:00;Botafogo/RJ;1x1;São Paulo/SP
06/08/2006;16:00;Santos/SP;2x1;Internacional/RS
06/08/2006;16:00;Paraná/PR;2x1;Vasco/RJ
06/08/2006;18:10;Ponte Preta/SP;3x0;Fluminense/RJ
06/08/2006;18:10;Cruzeiro/MG;3x3;Santa Cruz/PE
06/08/2006;18:10;Fortaleza/CE;0x0;Palmeiras/SP
12/08/2006;16:00;Juventude/RS;0x0;Vasco/RJ
12/08/2006;16:00;São Caetano/SP;2x0;Santa Cruz/PE
12/08/2006;18:10;Flamengo/RJ;0x0;Ponte Preta/SP
12/08/2006;18:10;Corinthians/SP;1x3;Figueirense/SC
13/08/2006;16:00;Botafogo/RJ;1x3;Palmeiras/SP
13/08/2006;16:00;Grêmio/RS;2x0;Atlético/PR
13/08/2006;16:00;Cruzeiro/MG;2x3;Fluminense/RJ
13/08/2006;18:10;Fortaleza/CE;1x2;Internacional/RS
13/08/2006;18:10;São Paulo/SP;2x1;Goiás/GO
13/08/2006;18:10;Paraná/PR;1x1;Santos/SP
16/08/2006;19:30;Ponte Preta/SP;1x3;Fortaleza/CE
16/08/2006;19:30;Vasco/RJ;1x2;São Caetano/SP
16/08/2006;19:30;Santa Cruz/PE;2x4;Grêmio/RS
16/08/2006;20:30;Goiás/GO;2x2;Botafogo/RJ
16/08/2006;22:00;Figueirense/SC;1x1;Flamengo/RJ
17/08/2006;20:30;Santos/SP;2x0;Cruzeiro/MG
16/08/2006;22:00;Fluminense/RJ;1x2;Corinthians/SP
30/09/2006;16:00;Internacional/RS;3x2;Paraná/PR
30/09/2006;20:30;Atlético/PR;0x0;São Paulo/SP
17/08/2006;20:30;Palmeiras/SP;1x1;Juventude/RS
19/08/2006;16:00;Ponte Preta/SP;3x2;Goiás/GO
19/08/2006;18:10;Flamengo/RJ;1x0;Grêmio/RS
20/08/2006;16:00;Fluminense/RJ;1x1;Santa Cruz/PE
20/08/2006;16:00;Santos/SP;0x2;Vasco/RJ
20/08/2006;16:00;Cruzeiro/MG;2x2;São Paulo/SP
20/08/2006;16:00;Fortaleza/CE;4x1;Juventude/RS
20/08/2006;18:10;Figueirense/SC;3x3;Atlético/PR
20/08/2006;18:10;Paraná/PR;1x0;São Caetano/SP
20/08/2006;18:10;Internacional/RS;1x1;Palmeiras/SP
20/08/2006;18:10;Corinthians/SP;1x0;Botafogo/RJ
24/08/2006;19:30;Grêmio/RS;4x1;Fortaleza/CE
23/08/2006;19:30;Goiás/GO;2x2;Internacional/RS
23/08/2006;19:30;Palmeiras/SP;3x0;Fluminense/RJ
23/08/2006;20:30;Botafogo/RJ;1x0;Cruzeiro/MG
23/08/2006;22:00;Santa Cruz/PE;1x1;Santos/SP
23/08/2006;22:00;Juventude/RS;0x0;Corinthians/SP
23/08/2006;22:00;São Caetano/SP;2x2;Flamengo/RJ
24/08/2006;20:30;São Paulo/SP;3x2;Paraná/PR
23/08/2006;19:30;Atlético/PR;3x0;Ponte Preta/SP
24/08/2006;20:30;Vasco/RJ;3x1;Figueirense/SC
26/08/2006;16:00;Fluminense/RJ;1x2;Atlético/PR
26/08/2006;18:10;Santos/SP;2x1;Goiás/GO
26/08/2006;18:10;Cruzeiro/MG;3x0;São Caetano/SP
27/08/2006;16:00;Internacional/RS;1x2;Vasco/RJ
27/08/2006;16:00;Flamengo/RJ;1x1;São Paulo/SP
27/08/2006;16:00;Corinthians/SP;0x2;Grêmio/RS
27/08/2006;16:00;Paraná/PR;0x1;Juventude/RS
27/08/2006;18:10;Figueirense/SC;2x0;Santa Cruz/PE
27/08/2006;18:10;Ponte Preta/SP;1x1;Palmeiras/SP
27/08/2006;18:10;Fortaleza/CE;2x3;Botafogo/RJ
31/08/2006;19:30;Botafogo/RJ;4x0;Paraná/PR
30/08/2006;19:30;Grêmio/RS;2x1;Cruzeiro/MG
30/08/2006;19:30;Santa Cruz/PE;0x2;Internacional/RS
30/08/2006;20:30;Palmeiras/SP;1x1;Figueirense/SC
30/08/2006;22:00;Juventude/RS;1x0;Flamengo/RJ
30/08/2006;22:00;São Caetano/SP;0x1;Corinthians/SP
30/08/2006;22:00;Atlético/PR;2x1;Santos/SP
31/08/2006;20:30;Vasco/RJ;2x2;Ponte Preta/SP
31/08/2006;20:30;São Paulo/SP;1x1;Fortaleza/CE
30/08/2006;19:30;Goiás/GO;3x1;Fluminense/RJ
02/09/2006;16:00;Cruzeiro/MG;2x2;Figueirense/SC
02/09/2006;18:10;Flamengo/RJ;1x2;Internacional/RS
03/09/2006;16:00;Grêmio/RS;2x1;Paraná/PR
03/09/2006;16:00;Santos/SP;5x1;Palmeiras/SP
03/09/2006;16:00;São Caetano/SP;0x0;Fortaleza/CE
03/09/2006;16:00;Atlético/PR;0x5;Botafogo/RJ
03/09/2006;16:00;Goiás/GO;2x0;Juventude/RS
03/09/2006;18:10;Fluminense/RJ;1x1;Vasco/RJ
03/09/2006;18:10;Santa Cruz/PE;1x3;São Paulo/SP
03/09/2006;18:10;Corinthians/SP;1x0;Ponte Preta/SP
09/09/2006;16:00;Ponte Preta/SP;2x0;Santa Cruz/PE
09/09/2006;18:10;Vasco/RJ;1x1;Grêmio/RS
09/09/2006;18:10;Palmeiras/SP;3x1;São Caetano/SP
10/09/2006;16:00;São Paulo/SP;0x0;Corinthians/SP
10/09/2006;16:00;Paraná/PR;1x0;Fluminense/RJ
10/09/2006;16:00;Juventude/RS;2x0;Cruzeiro/MG
10/09/2006;16:00;Figueirense/SC;2x2;Goiás/GO
10/09/2006;18:10;Botafogo/RJ;0x2;Flamengo/RJ
10/09/2006;18:10;Internacional/RS;2x0;Atlético/PR
10/09/2006;18:10;Fortaleza/CE;1x1;Santos/SP
16/09/2006;16:00;Atlético/PR;2x1;Santa Cruz/PE
16/09/2006;18:10;Vasco/RJ;0x0;Goiás/GO
16/09/2006;18:10;Corinthians/SP;1x0;Paraná/PR
17/09/2006;16:00;Grêmio/RS;4x0;Botafogo/RJ
17/09/2006;16:00;São Paulo/SP;2x0;Internacional/RS
17/09/2006;16:00;Cruzeiro/MG;1x0;Palmeiras/SP
17/09/2006;16:00;Juventude/RS;1x0;São Caetano/SP
17/09/2006;18:10;Fluminense/RJ;2x0;Figueirense/SC
17/09/2006;18:10;Ponte Preta/SP;1x0;Santos/SP
17/09/2006;18:10;Fortaleza/CE;3x4;Flamengo/RJ
20/09/2006;19:30;Botafogo/RJ;2x1;Juventude/RS
20/09/2006;19:30;Figueirense/SC;1x0;Internacional/RS
20/09/2006;19:30;Paraná/PR;2x0;Fortaleza/CE
20/09/2006;20:30;Goiás/GO;2x2;Atlético/PR
20/09/2006;22:00;Santos/SP;1x1;Fluminense/RJ
20/09/2006;22:00;São Caetano/SP;0x1;São Paulo/SP
20/09/2006;22:00;Corinthians/SP;1x1;Vasco/RJ
20/09/2006;16:00;Grêmio/RS;4x0;Ponte Preta/SP
21/09/2006;20:30;Flamengo/RJ;1x0;Cruzeiro/MG
21/09/2006;20:30;Santa Cruz/PE;3x2;Palmeiras/SP
23/09/2006;16:00;Fluminense/RJ;1x3;Fortaleza/CE
23/09/2006;16:00;Atlético/PR;3x1;São Caetano/SP
24/09/2006;16:00;Internacional/RS;1x1;Corinthians/SP
24/09/2006;16:00;Figueirense/SC;0x1;Paraná/PR
24/09/2006;16:00;Santos/SP;3x0;Flamengo/RJ
24/09/2006;16:00;Santa Cruz/PE;1x0;Juventude/RS
24/09/2006;16:00;Palmeiras/SP;3x1;São Paulo/SP
24/09/2006;18:10;Ponte Preta/SP;0x1;Cruzeiro/MG
24/09/2006;18:10;Vasco/RJ;0x0;Botafogo/RJ
24/09/2006;18:10;Goiás/GO;4x0;Grêmio/RS
04/10/2006;19:30;Juventude/RS;3x2;Atlético/PR
04/10/2006;19:30;Paraná/PR;2x1;Ponte Preta/SP
04/10/2006;19:30;Fortaleza/CE;1x1;Figueirense/SC
04/10/2006;20:30;Flamengo/RJ;4x1;Fluminense/RJ
04/10/2006;22:00;Grêmio/RS;2x1;Palmeiras/SP
04/10/2006;22:00;São Paulo/SP;5x1;Vasco/RJ
04/10/2006;22:00;São Caetano/SP;1x2;Goiás/GO
05/10/2006;20:30;Botafogo/RJ;3x0;Santa Cruz/PE
05/10/2006;20:30;Cruzeiro/MG;2x1;Internacional/RS
05/10/2006;20:30;Corinthians/SP;0x3;Santos/SP
07/10/2006;16:00;Ponte Preta/SP;3x1;Juventude/RS
07/10/2006;18:10;Vasco/RJ;2x0;Fortaleza/CE
07/10/2006;18:10;Fluminense/RJ;1x2;São Paulo/SP
08/10/2006;16:00;Atlético/PR;1x1;Cruzeiro/MG
08/10/2006;16:00;Palmeiras/SP;3x1;Flamengo/RJ
08/10/2006;16:00;Internacional/RS;1x0;São Caetano/SP
08/10/2006;16:00;Santa Cruz/PE;1x3;Paraná/PR
08/10/2006;18:10;Figueirense/SC;1x0;Botafogo/RJ
08/10/2006;18:10;Santos/SP;1x0;Grêmio/RS
08/10/2006;16:00;Goiás/GO;3x1;Corinthians/SP
14/10/2006;18:10;Botafogo/RJ;4x3;Santos/SP
14/10/2006;18:10;São Paulo/SP;5x0;Juventude/RS
14/10/2006;18:10;São Caetano/SP;0x2;Grêmio/RS
15/10/2006;16:00;Internacional/RS;2x0;Fluminense/RJ
15/10/2006;16:00;Paraná/PR;1x0;Goiás/GO
15/10/2006;16:00;Flamengo/RJ;3x0;Corinthians/SP
15/10/2006;16:00;Figueirense/SC;2x1;Ponte Preta/SP
14/10/2006;16:00;Cruzeiro/MG;0x0;Fortaleza/CE
15/10/2006;18:10;Santa Cruz/PE;0x4;Vasco/RJ
15/10/2006;18:10;Palmeiras/SP;2x2;Atlético/PR
21/10/2006;16:00;Goiás/GO;5x3;Santa Cruz/PE
21/10/2006;18:10;Santos/SP;2x1;Figueirense/SC
21/10/2006;18:10;Ponte Preta/SP;0x2;Internacional/RS
22/10/2006;16:00;Paraná/PR;0x2;Flamengo/RJ
18/10/2006;22:00;Vasco/RJ;3x0;Palmeiras/SP
22/10/2006;18:10;Corinthians/SP;1x0;Cruzeiro/MG
22/10/2006;16:00;Fortaleza/CE;3x4;Atlético/PR
22/10/2006;18:10;Botafogo/RJ;2x1;São Caetano/SP
22/10/2006;16:00;Grêmio/RS;1x1;São Paulo/SP
22/10/2006;18:10;Juventude/RS;1x1;Fluminense/RJ
26/10/2006;20:30;Santa Cruz/PE;0x1;Fortaleza/CE
26/10/2006;20:30;Fluminense/RJ;1x2;Grêmio/RS
28/10/2006;18:10;Santos/SP;1x0;São Caetano/SP
28/10/2006;16:00;Ponte Preta/SP;1x2;Botafogo/RJ
28/10/2006;18:10;Goiás/GO;2x3;Cruzeiro/MG
25/10/2006;22:00;Corinthians/SP;1x0;Palmeiras/SP
28/10/2006;16:00;Atlético/PR;4x0;Paraná/PR
26/10/2006;20:30;Internacional/RS;1x0;Juventude/RS
25/10/2006;16:00;Figueirense/SC;0x2;São Paulo/SP
26/10/2006;20:30;Vasco/RJ;3x1;Flamengo/RJ
01/11/2006;19:30;Atlético/PR;6x4;Vasco/RJ
01/11/2006;19:30;Flamengo/RJ;1x1;Santa Cruz/PE
01/11/2006;19:30;Palmeiras/SP;1x3;Goiás/GO
01/11/2006;20:30;Grêmio/RS;1x2;Figueirense/SC
01/11/2006;21:45;Juventude/RS;3x2;Santos/SP
01/11/2006;21:45;São Caetano/SP;1x1;Fluminense/RJ
01/11/2006;21:45;Fortaleza/CE;0x4;Corinthians/SP
02/11/2006;20:30;Botafogo/RJ;0x1;Internacional/RS
02/11/2006;20:30;São Paulo/SP;1x1;Ponte Preta/SP
02/11/2006;20:30;Cruzeiro/MG;2x2;Paraná/PR
04/11/2006;18:10;Figueirense/SC;1x0;Juventude/RS
04/11/2006;18:10;Flamengo/RJ;1x0;Atlético/PR
05/11/2006;16:00;Santos/SP;0x1;São Paulo/SP
05/11/2006;16:00;Cruzeiro/MG;2x1;Vasco/RJ
05/11/2006;16:00;Fortaleza/CE;0x3;Goiás/GO
05/11/2006;16:00;Grêmio/RS;0x1;Internacional/RS
