#DATE;HOUR;HOME-TEAM;SCORE;AWAY-TEAM
29/03/2003;18:00;Guarani/SP;4x2;Vasco/RJ
29/03/2003;18:00;Atlético/PR;2x0;Grêmio/RS
30/03/2003;18:00;Goiás/GO;2x2;Paysandu/PA
30/03/2003;18:00;Corinthians/SP;0x3;Atlético/MG
30/03/2003;16:00;Flamengo/RJ;1x1;Coritiba/PR
30/03/2003;16:00;Criciúma/SC;2x0;Fluminense/RJ
30/03/2003;16:00;Juventude/RS;2x2;São Paulo/SP
30/03/2003;16:00;Fortaleza/CE;0x0;Bahia/BA
30/03/2003;16:00;Vitória/BA;1x1;Figueirense/SC
30/03/2003;16:00;Cruzeiro/MG;2x2;São Caetano/SP
30/03/2003;16:00;Internacional/RS;1x1;Ponte Preta/SP
30/03/2003;16:00;Santos/SP;2x2;Paraná/PR
05/04/2003;16:00;Fluminense/RJ;1x1;Fortaleza/CE
05/04/2003;16:00;Atlético/MG;0x0;Santos/SP
05/04/2003;18:00;Grêmio/RS;3x1;Guarani/SP
05/04/2003;16:00;Coritiba/PR;0x1;Internacional/RS
06/04/2003;16:00;Bahia/BA;1x2;Flamengo/RJ
06/04/2003;18:00;Vasco/RJ;6x4;Goiás/GO
06/04/2003;16:00;Figueirense/SC;3x3;Corinthians/SP
06/04/2003;18:00;São Paulo/SP;2x4;Cruzeiro/MG
06/04/2003;16:00;Paysandu/PA;1x2;Vitória/BA
06/04/2003;16:00;Ponte Preta/SP;1x0;Juventude/RS
06/04/2003;17:00;Paraná/PR;3x0;Atlético/PR
06/04/2003;16:00;São Caetano/SP;3x2;Criciúma/SC
09/04/2003;21:40;Paysandu/PA;2x1;Santos/SP
12/04/2003;16:00;Internacional/RS;2x0;Bahia/BA
12/04/2003;16:00;Atlético/PR;1x2;Atlético/MG
12/04/2003;16:00;Santos/SP;2x0;Figueirense/SC
12/04/2003;18:00;Corinthians/SP;6x1;Paysandu/PA
13/04/2003;18:00;Cruzeiro/MG;3x0;Ponte Preta/SP
13/04/2003;18:00;Flamengo/RJ;4x1;Fluminense/RJ
13/04/2003;16:00;Criciúma/SC;1x1;São Paulo/SP
13/04/2003;16:00;Vitória/BA;2x1;Vasco/RJ
13/04/2003;16:00;Fortaleza/CE;1x1;São Caetano/SP
13/04/2003;16:00;Juventude/RS;2x1;Coritiba/PR
13/04/2003;16:00;Guarani/SP;2x0;Paraná/PR
13/04/2003;16:00;Goiás/GO;1x1;Grêmio/RS
16/04/2003;21:40;São Caetano/SP;1x1;Flamengo/RJ
16/04/2003;21:40;Vasco/RJ;2x2;Corinthians/SP
16/04/2003;20:30;Bahia/BA;3x1;Juventude/RS
16/04/2003;21:40;Grêmio/RS;2x1;Vitória/BA
16/04/2003;21:40;Coritiba/PR;3x4;Cruzeiro/MG
16/04/2003;21:40;Atlético/MG;3x2;Guarani/SP
16/04/2003;21:40;Figueirense/SC;1x1;Atlético/PR
16/04/2003;21:40;Ponte Preta/SP;1x1;Criciúma/SC
17/04/2003;20:30;Fluminense/RJ;3x1;Internacional/RS
17/04/2003;20:30;Paraná/PR;3x1;Goiás/GO
17/04/2003;20:30;São Paulo/SP;3x1;Fortaleza/CE
19/04/2003;18:00;Flamengo/RJ;0x2;Santos/SP
19/04/2003;18:00;São Caetano/SP;1x1;Grêmio/RS
19/04/2003;16:00;Bahia/BA;2x4;Atlético/MG
20/04/2003;16:00;São Paulo/SP;3x1;Vasco/RJ
20/04/2003;18:00;Fluminense/RJ;0x0;Paraná/PR
20/04/2003;18:00;Cruzeiro/MG;4x1;Goiás/GO
20/04/2003;16:00;Internacional/RS;2x1;Corinthians/SP
20/04/2003;16:00;Ponte Preta/SP;4x4;Paysandu/PA
20/04/2003;16:00;Fortaleza/CE;1x0;Atlético/PR
20/04/2003;16:00;Juventude/RS;1x1;Vitória/BA
20/04/2003;16:00;Coritiba/PR;1x0;Figueirense/SC
20/04/2003;16:00;Criciúma/SC;1x0;Guarani/SP
26/04/2003;17:00;Paraná/PR;3x1;Bahia/BA
26/04/2003;18:00;Guarani/SP;1x1;Cruzeiro/MG
26/04/2003;16:00;Vitória/BA;0x3;Internacional/RS
26/04/2003;16:00;Atlético/MG;1x2;Coritiba/PR
27/04/2003;16:00;Grêmio/RS;0x1;Fluminense/RJ
27/04/2003;16:00;Corinthians/SP;1x1;Flamengo/RJ
27/04/2003;18:00;Vasco/RJ;1x0;São Caetano/SP
27/04/2003;16:00;Goiás/GO;7x0;Juventude/RS
27/04/2003;18:00;Paysandu/PA;5x1;São Paulo/SP
27/04/2003;16:00;Santos/SP;4x0;Fortaleza/CE
27/04/2003;16:00;Atlético/PR;5x2;Criciúma/SC
27/04/2003;16:00;Figueirense/SC;0x0;Ponte Preta/SP
03/05/2003;16:00;Flamengo/RJ;2x1;Vitória/BA
03/05/2003;16:00;Bahia/BA;2x1;Grêmio/RS
03/05/2003;18:00;Cruzeiro/MG;5x2;Atlético/PR
04/05/2003;18:00;Fluminense/RJ;0x0;Vasco/RJ
04/05/2003;16:00;Fortaleza/CE;1x2;Corinthians/SP
04/05/2003;16:00;São Paulo/SP;3x2;Figueirense/SC
04/05/2003;16:00;São Caetano/SP;2x0;Paysandu/PA
04/05/2003;16:00;Internacional/RS;2x1;Goiás/GO
04/05/2003;16:00;Ponte Preta/SP;2x1;Atlético/MG
04/05/2003;16:00;Juventude/RS;1x1;Guarani/SP
04/05/2003;16:00;Coritiba/PR;2x1;Paraná/PR
04/05/2003;18:00;Criciúma/SC;1x3;Santos/SP
10/05/2003;16:00;Goiás/GO;1x1;Flamengo/RJ
10/05/2003;18:00;Corinthians/SP;3x0;Criciúma/SC
10/05/2003;16:00;Santos/SP;0x2;Cruzeiro/MG
10/05/2003;17:00;Paraná/PR;3x2;Ponte Preta/SP
11/05/2003;18:00;Grêmio/RS;1x0;Coritiba/PR
11/05/2003;18:00;Guarani/SP;3x0;Internacional/RS
11/05/2003;16:00;Vasco/RJ;1x1;Bahia/BA
11/05/2003;16:00;Paysandu/PA;2x2;Fluminense/RJ
11/05/2003;16:00;Atlético/MG;2x2;São Paulo/SP
11/05/2003;16:00;Vitória/BA;2x1;Fortaleza/CE
11/05/2003;16:00;Atlético/PR;2x0;Juventude/RS
11/05/2003;16:00;Figueirense/SC;3x0;São Caetano/SP
17/05/2003;16:00;Fluminense/RJ;3x0;Figueirense/SC
17/05/2003;18:00;São Caetano/SP;2x0;Atlético/MG
17/05/2003;18:00;Juventude/RS;1x1;Santos/SP
18/05/2003;18:00;São Paulo/SP;2x0;Paraná/PR
18/05/2003;18:00;Flamengo/RJ;1x1;Guarani/SP
18/05/2003;16:00;Bahia/BA;2x0;Paysandu/PA
18/05/2003;16:00;Coritiba/PR;1x1;Vasco/RJ
18/05/2003;16:00;Fortaleza/CE;1x0;Goiás/GO
18/05/2003;16:00;Cruzeiro/MG;1x1;Corinthians/SP
18/05/2003;16:00;Ponte Preta/SP;2x1;Grêmio/RS
18/05/2003;16:00;Criciúma/SC;1x1;Vitória/BA
18/05/2003;16:00;Internacional/RS;1x1;Atlético/PR
24/05/2003;16:00;Atlético/MG;3x0;Fluminense/RJ
24/05/2003;16:00;Corinthians/SP;3x0;Juventude/RS
24/05/2003;18:00;Vasco/RJ;1x0;Ponte Preta/SP
24/05/2003;15:30;Paraná/PR;1x1;São Caetano/SP
25/05/2003;16:00;Atlético/PR;4x1;Flamengo/RJ
25/05/2003;16:00;Paysandu/PA;1x3;Coritiba/PR
25/05/2003;16:00;Goiás/GO;0x2;Criciúma/SC
25/05/2003;16:00;Grêmio/RS;1x2;São Paulo/SP
25/05/2003;16:00;Guarani/SP;2x1;Fortaleza/CE
25/05/2003;16:00;Figueirense/SC;1x0;Bahia/BA
25/05/2003;18:00;Vitória/BA;2x1;Cruzeiro/MG
25/05/2003;18:00;Santos/SP;2x1;Internacional/RS
31/05/2003;16:00;Fluminense/RJ;2x1;Atlético/PR
31/05/2003;18:00;Internacional/RS;2x1;Paysandu/PA
31/05/2003;16:00;Cruzeiro/MG;2x0;Criciúma/SC
31/05/2003;16:00;Coritiba/PR;3x2;Guarani/SP
31/05/2003;16:00;Ponte Preta/SP;0x0;São Caetano/SP
01/06/2003;16:00;Paraná/PR;6x2;Flamengo/RJ
01/06/2003;18:00;Vasco/RJ;2x2;Atlético/MG
01/06/2003;16:00;Bahia/BA;2x1;Goiás/GO
01/06/2003;18:00;Corinthians/SP;4x0;Vitória/BA
01/06/2003;16:00;Santos/SP;3x2;São Paulo/SP
01/06/2003;16:00;Fortaleza/CE;3x1;Juventude/RS
01/06/2003;16:00;Figueirense/SC;2x1;Grêmio/RS
07/06/2003;16:00;Vitória/BA;2x1;Fluminense/RJ
07/06/2003;16:00;Guarani/SP;1x2;Santos/SP
07/06/2003;16:00;Grêmio/RS;3x1;Fortaleza/CE
07/06/2003;18:00;Atlético/MG;1x1;Figueirense/SC
08/06/2003;18:00;Criciúma/SC;1x0;Internacional/RS
08/06/2003;16:00;Juventude/RS;0x0;Vasco/RJ
08/06/2003;18:00;São Paulo/SP;2x2;Bahia/BA
08/06/2003;16:00;Goiás/GO;1x2;Coritiba/PR
08/06/2003;16:00;São Caetano/SP;1x0;Corinthians/SP
08/06/2003;16:00;Paysandu/PA;3x0;Paraná/PR
08/06/2003;16:00;Atlético/PR;4x2;Ponte Preta/SP
14/06/2003;18:00;Coritiba/PR;2x0;Atlético/PR
14/06/2003;16:00;Fluminense/RJ;2x3;Goiás/GO
14/06/2003;16:00;Ponte Preta/SP;0x2;Guarani/SP
15/06/2003;18:00;Vasco/RJ;1x2;Flamengo/RJ
15/06/2003;18:00;Bahia/BA;2x1;Vitória/BA
15/06/2003;16:00;Corinthians/SP;1x2;São Paulo/SP
15/06/2003;16:00;Fortaleza/CE;1x2;Paysandu/PA
15/06/2003;16:00;Paraná/PR;1x2;Juventude/RS
15/06/2003;18:00;Cruzeiro/MG;0x0;Atlético/MG
15/06/2003;16:00;Grêmio/RS;0x0;Internacional/RS
15/06/2003;16:00;Santos/SP;0x1;São Caetano/SP
15/06/2003;16:00;Criciúma/SC;1x0;Figueirense/SC
18/06/2003;20:30;Flamengo/RJ;3x0;Cruzeiro/MG
19/06/2003;16:00;Bahia/BA;2x2;Coritiba/PR
21/06/2003;16:00;Vasco/RJ;2x0;Criciúma/SC
21/06/2003;16:00;Atlético/MG;3x2;Grêmio/RS
21/06/2003;18:00;São Paulo/SP;1x0;Goiás/GO
21/06/2003;16:00;Internacional/RS;2x1;Paraná/PR
22/06/2003;16:00;Paysandu/PA;2x2;Flamengo/RJ
22/06/2003;18:00;Fluminense/RJ;5x2;Guarani/SP
22/06/2003;16:00;Ponte Preta/SP;3x3;Corinthians/SP
22/06/2003;16:00;Figueirense/SC;2x2;Fortaleza/CE
22/06/2003;16:00;São Caetano/SP;2x1;Vitória/BA
22/06/2003;16:00;Juventude/RS;0x1;Cruzeiro/MG
28/06/2003;18:00;Flamengo/RJ;0x2;Figueirense/SC
28/06/2003;16:00;Fortaleza/CE;0x1;Vasco/RJ
28/06/2003;16:00;Coritiba/PR;2x0;São Caetano/SP
28/06/2003;16:00;Grêmio/RS;1x4;Juventude/RS
28/06/2003;16:00;Santos/SP;4x0;Bahia/BA
29/06/2003;16:00;Corinthians/SP;1x0;Fluminense/RJ
29/06/2003;16:00;Guarani/SP;0x1;São Paulo/SP
29/06/2003;16:00;Criciúma/SC;2x0;Paysandu/PA
29/06/2003;16:00;Vitória/BA;1x0;Atlético/PR
29/06/2003;18:00;Paraná/PR;1x1;Atlético/MG
29/06/2003;18:00;Cruzeiro/MG;3x2;Internacional/RS
05/07/2003;18:00;Atlético/MG;3x2;Paysandu/PA
05/07/2003;16:00;Vasco/RJ;1x4;Paraná/PR
05/07/2003;16:00;São Paulo/SP;1x1;São Caetano/SP
05/07/2003;16:00;Figueirense/SC;1x0;Cruzeiro/MG
06/07/2003;16:00;Juventude/RS;1x1;Internacional/RS
06/07/2003;16:00;Grêmio/RS;2x0;Flamengo/RJ
06/07/2003;18:00;Fluminense/RJ;1x0;Bahia/BA
06/07/2003;16:00;Guarani/SP;3x2;Goiás/GO
06/07/2003;16:00;Atlético/PR;3x1;Corinthians/SP
06/07/2003;16:00;Fortaleza/CE;0x1;Criciúma/SC
06/07/2003;16:00;Vitória/BA;1x4;Ponte Preta/SP
06/07/2003;18:00;Santos/SP;3x1;Coritiba/PR
09/07/2003;20:30;Cruzeiro/MG;2x0;Fortaleza/CE
09/07/2003;20:30;Bahia/BA;2x0;Guarani/SP
09/07/2003;20:30;São Caetano/SP;0x0;Atlético/PR
09/07/2003;20:30;Flamengo/RJ;2x1;Juventude/RS
09/07/2003;21:40;Internacional/RS;2x1;Vasco/RJ
09/07/2003;20:30;Goiás/GO;1x1;Vitória/BA
09/07/2003;21:40;Coritiba/PR;0x2;São Paulo/SP
09/07/2003;20:30;Paysandu/PA;1x0;Figueirense/SC
09/07/2003;16:00;Corinthians/SP;1x1;Santos/SP
10/07/2003;20:30;Paraná/PR;3x1;Grêmio/RS
10/07/2003;20:30;Ponte Preta/SP;3x0;Fluminense/RJ
10/07/2003;20:30;Criciúma/SC;1x0;Atlético/MG
12/07/2003;16:00;Atlético/PR;0x0;Goiás/GO
12/07/2003;18:00;Vasco/RJ;0x2;Paysandu/PA
12/07/2003;16:00;Fortaleza/CE;3x0;Internacional/RS
13/07/2003;18:00;Grêmio/RS;0x1;Cruzeiro/MG
13/07/2003;16:00;Atlético/MG;1x0;Flamengo/RJ
13/07/2003;16:00;Ponte Preta/SP;1x0;Bahia/BA
13/07/2003;18:00;Vitória/BA;2x0;Santos/SP
13/07/2003;16:00;Corinthians/SP;0x1;Coritiba/PR
13/07/2003;16:00;Criciúma/SC;3x0;Juventude/RS
13/07/2003;16:00;Figueirense/SC;4x2;Paraná/PR
13/07/2003;16:00;São Caetano/SP;0x2;Guarani/SP
13/07/2003;16:00;Fluminense/RJ;1x3;São Paulo/SP
16/07/2003;21:40;Santos/SP;2x1;Ponte Preta/SP
16/07/2003;20:30;Flamengo/RJ;0x2;Fortaleza/CE
16/07/2003;21:40;Cruzeiro/MG;4x1;Vasco/RJ
16/07/2003;20:30;Coritiba/PR;3x0;Fluminense/RJ
16/07/2003;20:30;Goiás/GO;1x1;Corinthians/SP
16/07/2003;20:30;Bahia/BA;0x0;São Caetano/SP
16/07/2003;20:30;Guarani/SP;2x2;Vitória/BA
16/07/2003;20:30;Internacional/RS;3x3;Atlético/MG
16/07/2003;20:30;Juventude/RS;1x2;Figueirense/SC
17/07/2003;20:30;Paysandu/PA;1x1;Grêmio/RS
17/07/2003;20:30;São Paulo/SP;2x0;Atlético/PR
19/07/2003;16:00;Fluminense/RJ;1x4;Santos/SP
19/07/2003;16:00;Corinthians/SP;1x0;Guarani/SP
19/07/2003;18:00;Internacional/RS;3x0;Figueirense/SC
19/07/2003;20:30;Fortaleza/CE;4x3;Atlético/MG
20/07/2003;16:00;Juventude/RS;2x0;Paysandu/PA
20/07/2003;16:00;Atlético/PR;2x1;Bahia/BA
20/07/2003;16:00;Cruzeiro/MG;5x1;Paraná/PR
20/07/2003;16:00;Ponte Preta/SP;1x1;Coritiba/PR
20/07/2003;16:00;Criciúma/SC;4x3;Flamengo/RJ
20/07/2003;16:00;Goiás/GO;2x1;São Caetano/SP
20/07/2003;16:00;Vitória/BA;0x2;São Paulo/SP
20/07/2003;18:00;Vasco/RJ;2x0;Grêmio/RS
23/07/2003;21:40;Figueirense/SC;0x0;Vasco/RJ
23/07/2003;20:30;Atlético/MG;2x1;Juventude/RS
23/07/2003;20:30;Guarani/SP;1x0;Atlético/PR
23/07/2003;21:40;Santos/SP;3x3;Goiás/GO
23/07/2003;21:40;Bahia/BA;0x0;Corinthians/SP
23/07/2003;20:30;Paraná/PR;4x1;Fortaleza/CE
23/07/2003;20:30;Paysandu/PA;3x0;Cruzeiro/MG
24/07/2003;20:30;Coritiba/PR;1x1;Vitória/BA
24/07/2003;20:30;São Paulo/SP;1x2;Ponte Preta/SP
24/07/2003;20:30;Flamengo/RJ;2x1;Internacional/RS
24/07/2003;20:30;São Caetano/SP;2x0;Fluminense/RJ
24/07/2003;20:30;Grêmio/RS;0x2;Criciúma/SC
26/07/2003;16:00;Santos/SP;2x1;Vasco/RJ
24/07/2003;16:00;Goiás/GO;1x1;Atlético/MG
24/07/2003;16:00;Atlético/PR;1x1;Paysandu/PA
27/07/2003;18:00;Internacional/RS;0x0;São Caetano/SP
27/07/2003;09:00;Fortaleza/CE;2x3;Ponte Preta/SP
27/07/2003;16:00;Cruzeiro/MG;5x2;Bahia/BA
27/07/2003;16:00;Vitória/BA;0x3;Paraná/PR
27/07/2003;16:00;Criciúma/SC;2x3;Coritiba/PR
27/07/2003;16:00;Guarani/SP;3x0;Figueirense/SC
27/07/2003;16:00;Flamengo/RJ;1x1;São Paulo/SP
27/07/2003;16:00;Juventude/RS;2x1;Fluminense/RJ
27/07/2003;16:00;Corinthians/SP;1x0;Grêmio/RS
30/07/2003;20:30;Atlético/PR;0x2;Santos/SP
30/07/2003;20:30;Goiás/GO;0x0;Ponte Preta/SP
31/07/2003;20:30;Paraná/PR;2x1;Criciúma/SC
02/08/2003;16:00;Fluminense/RJ;2x2;Cruzeiro/MG
02/08/2003;18:00;São Caetano/SP;1x1;Juventude/RS
02/08/2003;18:00;São Paulo/SP;0x2;Internacional/RS
02/08/2003;16:00;Grêmio/RS;2x0;Santos/SP
03/08/2003;16:00;Figueirense/SC;0x1;Goiás/GO
03/08/2003;16:00;Paraná/PR;1x1;Corinthians/SP
03/08/2003;16:00;Paysandu/PA;6x1;Guarani/SP
03/08/2003;16:00;Coritiba/PR;1x1;Fortaleza/CE
03/08/2003;16:00;Bahia/BA;2x2;Criciúma/SC
03/08/2003;16:00;Ponte Preta/SP;1x1;Flamengo/RJ
03/08/2003;18:00;Vasco/RJ;2x1;Atlético/PR
03/08/2003;18:00;Atlético/MG;1x0;Vitória/BA
06/08/2003;21:40;Goiás/GO;3x1;Vasco/RJ
06/08/2003;21:40;Santos/SP;3x3;Atlético/MG
06/08/2003;21:40;Cruzeiro/MG;1x1;São Paulo/SP
06/08/2003;20:30;Vitória/BA;1x1;Paysandu/PA
06/08/2003;20:30;Atlético/PR;1x0;Paraná/PR
06/08/2003;20:30;Criciúma/SC;0x1;São Caetano/SP
06/08/2003;20:30;Fortaleza/CE;3x1;Fluminense/RJ
06/08/2003;20:30;Juventude/RS;0x0;Ponte Preta/SP
07/08/2003;15:00;Internacional/RS;1x0;Coritiba/PR
07/08/2003;20:30;Flamengo/RJ;6x0;Bahia/BA
07/08/2003;20:30;Corinthians/SP;0x1;Figueirense/SC
07/08/2003;20:30;Guarani/SP;2x0;Grêmio/RS
09/08/2003;16:00;Fluminense/RJ;1x1;Criciúma/SC
09/08/2003;18:00;São Paulo/SP;3x1;Juventude/RS
09/08/2003;16:00;São Caetano/SP;2x0;Cruzeiro/MG
09/08/2003;16:00;Paraná/PR;1x2;Santos/SP
10/08/2003;18:00;Grêmio/RS;1x1;Atlético/PR
10/08/2003;16:00;Paysandu/PA;2x2;Goiás/GO
10/08/2003;16:00;Ponte Preta/SP;1x4;Internacional/RS
10/08/2003;16:00;Coritiba/PR;5x0;Flamengo/RJ
10/08/2003;18:00;Vasco/RJ;0x0;Guarani/SP
10/08/2003;16:00;Atlético/MG;2x3;Corinthians/SP
10/08/2003;16:00;Bahia/BA;1x0;Fortaleza/CE
10/08/2003;16:00;Figueirense/SC;1x2;Vitória/BA
16/08/2003;16:00;Vasco/RJ;1x0;Vitória/BA
16/08/2003;16:00;Bahia/BA;1x3;Internacional/RS
16/08/2003;18:00;Atlético/MG;1x2;Atlético/PR
16/08/2003;16:00;Figueirense/SC;1x0;Santos/SP
16/08/2003;18:00;São Paulo/SP;0x0;Criciúma/SC
16/08/2003;16:00;Coritiba/PR;1x0;Juventude/RS
17/08/2003;16:00;Paysandu/PA;2x2;Corinthians/SP
17/08/2003;18:00;Fluminense/RJ;0x1;Flamengo/RJ
17/08/2003;16:00;São Caetano/SP;3x0;Fortaleza/CE
17/08/2003;16:00;Ponte Preta/SP;1x3;Cruzeiro/MG
17/08/2003;18:00;Grêmio/RS;0x1;Goiás/GO
17/08/2003;16:00;Paraná/PR;0x0;Guarani/SP
20/08/2003;20:30;Flamengo/RJ;1x0;São Caetano/SP
20/08/2003;21:40;Santos/SP;2x0;Paysandu/PA
20/08/2003;21:40;Corinthians/SP;0x0;Vasco/RJ
20/08/2003;20:30;Goiás/GO;1x0;Paraná/PR
20/08/2003;21:40;Fortaleza/CE;0x2;São Paulo/SP
20/08/2003;20:30;Juventude/RS;1x0;Bahia/BA
20/08/2003;20:30;Cruzeiro/MG;2x2;Coritiba/PR
20/08/2003;20:30;Atlético/PR;1x2;Figueirense/SC
20/08/2003;20:30;Vitória/BA;4x1;Grêmio/RS
21/08/2003;15:30;Internacional/RS;0x1;Fluminense/RJ
21/08/2003;20:30;Criciúma/SC;3x0;Ponte Preta/SP
21/08/2003;20:30;Guarani/SP;2x2;Atlético/MG
23/08/2003;16:00;Santos/SP;2x1;Flamengo/RJ
23/08/2003;19:00;Grêmio/RS;0x0;São Caetano/SP
23/08/2003;16:00;Atlético/PR;3x1;Fortaleza/CE
23/08/2003;16:00;Goiás/GO;1x0;Cruzeiro/MG
24/08/2003;16:00;Vasco/RJ;3x2;São Paulo/SP
24/08/2003;16:00;Paysandu/PA;3x2;Ponte Preta/SP
24/08/2003;16:00;Paraná/PR;2x0;Fluminense/RJ
24/08/2003;18:00;Corinthians/SP;3x1;Internacional/RS
24/08/2003;18:00;Atlético/MG;1x0;Bahia/BA
24/08/2003;16:00;Vitória/BA;3x0;Juventude/RS
24/08/2003;16:00;Figueirense/SC;1x2;Coritiba/PR
24/08/2003;16:00;Guarani/SP;1x0;Criciúma/SC
30/08/2003;16:00;Fluminense/RJ;2x0;Grêmio/RS
30/08/2003;16:00;Fortaleza/CE;0x0;Santos/SP
30/08/2003;18:00;Cruzeiro/MG;4x1;Guarani/SP
30/08/2003;18:00;São Paulo/SP;1x0;Paysandu/PA
30/08/2003;16:00;Internacional/RS;0x1;Vitória/BA
31/08/2003;16:00;São Caetano/SP;1x0;Vasco/RJ
31/08/2003;16:00;Juventude/RS;0x2;Goiás/GO
31/08/2003;16:00;Flamengo/RJ;1x0;Corinthians/SP
31/08/2003;18:00;Coritiba/PR;2x2;Atlético/MG
31/08/2003;18:00;Criciúma/SC;2x0;Atlético/PR
31/08/2003;16:00;Ponte Preta/SP;1x1;Figueirense/SC
31/08/2003;16:00;Bahia/BA;4x2;Paraná/PR
13/09/2003;18:00;Corinthians/SP;2x0;Fortaleza/CE
13/09/2003;18:00;Grêmio/RS;1x1;Bahia/BA
13/09/2003;16:00;Santos/SP;5x2;Criciúma/SC
13/09/2003;16:00;Atlético/PR;1x4;Cruzeiro/MG
14/09/2003;16:00;Vitória/BA;1x0;Flamengo/RJ
14/09/2003;18:00;Vasco/RJ;1x0;Fluminense/RJ
14/09/2003;16:00;Goiás/GO;3x1;Internacional/RS
14/09/2003;16:00;Figueirense/SC;2x2;São Paulo/SP
14/09/2003;18:00;Atlético/MG;2x0;Ponte Preta/SP
14/09/2003;16:00;Paysandu/PA;1x0;São Caetano/SP
14/09/2003;16:00;Guarani/SP;2x0;Juventude/RS
14/09/2003;16:00;Paraná/PR;2x3;Coritiba/PR
20/09/2003;18:00;Fluminense/RJ;1x1;Paysandu/PA
20/09/2003;18:00;Internacional/RS;2x0;Guarani/SP
20/09/2003;16:00;Cruzeiro/MG;3x0;Santos/SP
20/09/2003;16:00;Coritiba/PR;1x0;Grêmio/RS
21/09/2003;16:00;Bahia/BA;3x0;Vasco/RJ
21/09/2003;16:00;Criciúma/SC;1x0;Corinthians/SP
21/09/2003;16:00;Fortaleza/CE;1x0;Vitória/BA
21/09/2003;18:00;Flamengo/RJ;1x1;Goiás/GO
21/09/2003;16:00;Juventude/RS;4x0;Atlético/PR
21/09/2003;16:00;Ponte Preta/SP;4x0;Paraná/PR
21/09/2003;16:00;São Caetano/SP;0x2;Figueirense/SC
21/09/2003;18:00;São Paulo/SP;2x2;Atlético/MG
24/09/2003;21:40;Guarani/SP;5x3;Flamengo/RJ
24/09/2003;20:30;Goiás/GO;0x1;Fortaleza/CE
24/09/2003;21:40;Paraná/PR;4x2;São Paulo/SP
24/09/2003;20:30;Paysandu/PA;4x0;Bahia/BA
24/09/2003;20:30;Vitória/BA;1x1;Criciúma/SC
24/09/2003;20:30;Grêmio/RS;2x2;Ponte Preta/SP
24/09/2003;19:00;Atlético/PR;2x1;Internacional/RS
24/09/2003;21:40;Santos/SP;1x1;Juventude/RS
25/09/2003;20:30;Figueirense/SC;2x2;Fluminense/RJ
25/09/2003;20:30;Vasco/RJ;2x1;Coritiba/PR
25/09/2003;20:30;Atlético/MG;3x1;São Caetano/SP
25/09/2003;20:30;Corinthians/SP;0x1;Cruzeiro/MG
27/09/2003;16:00;Internacional/RS;1x0;Santos/SP
27/09/2003;18:00;Flamengo/RJ;2x1;Atlético/PR
27/09/2003;16:00;São Paulo/SP;3x1;Grêmio/RS
28/09/2003;18:00;Fluminense/RJ;0x1;Atlético/MG
28/09/2003;16:00;Fortaleza/CE;3x0;Guarani/SP
28/09/2003;16:00;Criciúma/SC;1x0;Goiás/GO
28/09/2003;17:00;Juventude/RS;6x1;Corinthians/SP
28/09/2003;17:00;Ponte Preta/SP;2x2;Vasco/RJ
28/09/2003;16:00;Bahia/BA;1x1;Figueirense/SC
28/09/2003;16:00;Cruzeiro/MG;1x0;Vitória/BA
28/09/2003;18:00;Coritiba/PR;1x0;Paysandu/PA
28/09/2003;16:00;São Caetano/SP;2x0;Paraná/PR
04/10/2003;16:00;Atlético/PR;0x0;Fluminense/RJ
04/10/2003;16:00;Paysandu/PA;0x0;Internacional/RS
04/10/2003;18:00;Grêmio/RS;3x1;Figueirense/SC
04/10/2003;16:00;São Caetano/SP;1x0;Ponte Preta/SP
04/10/2003;18:00;São Paulo/SP;1x2;Santos/SP
05/10/2003;16:00;Vitória/BA;1x2;Corinthians/SP
05/10/2003;18:00;Flamengo/RJ;0x3;Paraná/PR
05/10/2003;16:00;Goiás/GO;3x1;Bahia/BA
05/10/2003;16:00;Atlético/MG;2x1;Vasco/RJ
05/10/2003;16:00;Juventude/RS;2x2;Fortaleza/CE
05/10/2003;18:00;Criciúma/SC;1x3;Cruzeiro/MG
05/10/2003;16:00;Guarani/SP;2x1;Coritiba/PR
08/10/2003;21:40;Cruzeiro/MG;2x0;Flamengo/RJ
08/10/2003;20:30;Coritiba/PR;1x0;Goiás/GO
08/10/2003;20:30;Vasco/RJ;1x1;Juventude/RS
08/10/2003;20:30;Corinthians/SP;0x3;São Caetano/SP
08/10/2003;21:40;Bahia/BA;3x0;São Paulo/SP
08/10/2003;21:40;Santos/SP;1x1;Guarani/SP
08/10/2003;20:30;Ponte Preta/SP;2x2;Atlético/PR
08/10/2003;20:30;Fortaleza/CE;2x2;Grêmio/RS
09/10/2003;20:30;Paraná/PR;4x2;Paysandu/PA
09/10/2003;20:30;Fluminense/RJ;2x0;Vitória/BA
09/10/2003;20:30;Figueirense/SC;0x1;Atlético/MG
09/10/2003;20:30;Internacional/RS;2x0;Criciúma/SC
11/10/2003;16:00;Atlético/PR;2x0;Coritiba/PR
11/10/2003;16:00;Guarani/SP;1x3;Ponte Preta/SP
11/10/2003;16:00;São Caetano/SP;2x2;Santos/SP
12/10/2003;16:00;Vitória/BA;2x1;Bahia/BA
12/10/2003;18:00;Flamengo/RJ;2x1;Vasco/RJ
12/10/2003;16:00;Goiás/GO;6x1;Fluminense/RJ
12/10/2003;16:00;São Paulo/SP;3x0;Corinthians/SP
